ueId,x_m,y_m,servingSector,servingSite,bestRSRP_dBm,bestSINR_dB,isAttached
259,422.855456210356,-19.4989582046137,2,1,-93.809076439616,-0.468101785603944,1
260,-990.811521882843,-638.259400705295,18,6,-92.9493414468733,7.07141165342709,1
261,-418.274914137588,936.169702185555,6,2,-99.1044056905553,2.08723416105625,1
262,796.868903993489,-138.108096481012,10,4,-82.4836464633538,18.9404030713877,1
263,726.610885414571,-355.44569046243,10,4,-74.0148544774853,5.95251851518098,1
264,-504.046364029607,234.707468854508,20,7,-87.113692083821,3.74351236652348,1
265,454.580900261666,-275.026817391602,12,4,-92.648996470681,5.98267476493588,1
266,872.186845912433,-610.730175516344,11,4,-80.4315455354246,13.986355052332,1
267,543.155160948007,395.771154790751,9,3,-79.5507653032513,12.2008340799914,1
268,701.223046958319,-441.407441922836,11,4,-73.2208160156671,4.89378192999844,1
269,-503.630923232307,690.538969130023,19,7,-82.335173906115,12.3654305242375,1
270,708.972357863821,-116.684673771332,10,4,-85.2530143866686,12.4463185816543,1
271,-201.905598380639,-1076.95085464029,15,5,-97.5775684531692,0.690801297707124,1
272,-295.715014851633,-833.884628376712,15,5,-77.560479767503,18.5965726193951,1
273,638.679795479994,49.9306175596603,8,3,-96.6950693507312,-0.815450057831847,1
274,-367.839344723221,-411.578498750171,17,6,-97.6074173636018,-0.949557173368152,1
275,828.148515286812,-174.513887040192,10,4,-91.79620724007,6.51834342076407,1
276,-164.066402502417,-634.514220469628,15,5,-83.661871072793,8.35122831185965,1
277,579.662696853336,295.799369993674,9,3,-82.6953334998857,12.1807434688846,1
278,588.146772585814,522.127085903443,9,3,-84.4664560621782,3.91861413928791,1
279,12.1361319374359,-1169.93739114407,14,5,-91.4051052570044,11.174863400709,1
280,754.312631097007,596.931794939023,7,3,-85.7054102027624,13.317412469045,1
281,-415.793397320425,413.618008565929,20,7,-94.4393716300312,0.169114542443937,1
282,913.895983768027,-64.0588316072087,10,4,-89.090929083239,13.054596020579,1
283,-256.010604479733,869.054706708431,6,2,-81.4373355606711,13.3247564766344,1
284,936.675607018283,215.525802227555,8,3,-82.9755640220916,12.3467312379291,1
285,-417.493914467681,-742.771733316601,17,6,-92.5511336597843,6.36893923688107,1
286,1041.1728873905,-581.398503072858,11,4,-94.6879742817625,8.11618218202943,1
287,169.685586526612,-1118.3869897356,14,5,-97.97529214108,0.242775761840169,1
288,304.62306644099,78.705261001654,1,1,-95.667211195611,0.545153638607017,1
289,-119.121778481648,1102.46022864847,4,2,-95.424178779098,10.0773624715885,1
290,-395.887706668553,-954.199173205111,15,5,-94.585492248117,7.19834201200857,1
291,398.621149847791,-120.700831753382,12,4,-95.0759148093891,0.788933065229047,1
292,673.722547282794,-464.218827467854,11,4,-83.1612041467369,12.1477374795316,1
293,669.191689531428,18.2684032333793,8,3,-94.4134255643874,-0.0731399197909212,1
294,-12.8924441235672,-887.958269703943,14,5,-81.7610994702645,14.9914769275042,1
295,114.441437000497,1174.45757916308,4,2,-93.0992249614459,8.83176837118953,1
296,-344.475776522113,351.287674806635,19,7,-95.7228277968284,-0.445731673795693,1
297,-824.903430284439,-114.28506312934,16,6,-91.7623214275647,1.63868040728925,1
298,604.246473583619,39.3810743582162,10,4,-96.1185940549634,-2.67177695399936,1
299,273.154660686643,-28.163173080806,2,1,-91.3931221859985,3.54007108741872,1
300,-921.645956657188,421.344042860659,21,7,-82.0380798114255,20.2021848654686,1
301,-987.173810462159,-484.99047137216,18,6,-98.6584827052708,7.4314103215276,1
302,743.689862765218,516.833391018049,7,3,-71.8071706431383,23.7359628711808,1
303,476.543296327552,-752.841103870053,2,1,-100.297281641686,-1.31051262439733,1
304,-967.3355201555,437.929150885366,21,7,-87.2935909901607,14.2345936740866,1
305,-290.509903141973,435.832546578733,19,7,-97.0991699751077,1.62375813843591,1
306,-298.894258913441,-142.034671515492,3,1,-92.1620349101876,-0.243445194770851,1
307,1122.95407281997,486.394142546863,7,3,-102.573718081353,3.54222485212609,1
308,-285.914605427968,1122.68232575068,6,2,-97.076480319953,5.84273378201681,1
309,-962.363256637415,462.714221854676,21,7,-88.0641016333411,17.4672793036914,1
310,640.375672353748,-7.13392054254496,8,3,-90.3681650616101,3.7455430261411,1
311,134.948861212205,297.572609955917,5,2,-90.420770282385,2.2499247829843,1
312,-175.092627733909,931.511156898087,6,2,-90.6078441109156,6.35064064048704,1
313,938.922454533344,178.294600363719,8,3,-91.8921836141643,9.81535142141504,1
314,-17.0404342493796,1088.17591197005,4,2,-91.677440406079,7.42114173683746,1
315,-1129.06628323153,478.568440505119,21,7,-103.039975400967,2.28569218316566,1
316,-72.412721559567,445.708773563201,16,6,-95.3382386643837,-2.91889613076892,1
317,-1025.20566467639,-717.940333875195,18,6,-97.8056772063508,8.95335089908924,1
318,-880.759334240424,401.19704102089,21,7,-79.7902876617439,21.7687876254523,1
319,-883.743865805456,-267.999876490865,18,6,-88.4858033004107,11.2409240971693,1
320,344.765328598126,381.873954899596,9,3,-84.9886448332228,5.18665315285536,1
321,192.63187116386,398.570549295973,5,2,-94.5258298205127,0.112511253790552,1
322,-289.124042750389,-1140.79653043536,15,5,-100.910757115989,4.64713573421897,1
323,851.685156782087,-235.063978134032,10,4,-79.9437176292842,18.3939707537749,1
324,1085.70203125218,602.101104936279,0,0,-105.856923925078,-0.163545986889729,0
325,903.775290382526,-242.052462383782,10,4,-93.1806485172132,10.2626234123499,1
326,64.0061834955734,-436.753490888456,13,5,-82.9346959290611,8.05023169160317,1
327,1139.04447287545,423.185142633409,7,3,-100.276499140442,2.2564917333199,1
328,124.435711172248,662.288501409583,5,2,-83.678225155791,13.8904270651728,1
329,53.3698794405991,-162.656682524728,2,1,-82.3945707073033,8.71447619074728,1
330,298.988497202775,802.553857680583,5,2,-87.1309401704594,7.31208895543569,1
331,-105.037417127328,112.338116464929,3,1,-79.2732202670039,7.11753844693542,1
332,194.816651688577,-442.933176294188,13,5,-82.61678405755,16.1159691853211,1
333,926.915711216209,-337.194061820856,10,4,-76.5466280096365,18.1715672335051,1
334,-1050.29160737939,-262.171291324085,18,6,-84.537855582877,20.4633141061694,1
335,-506.106460776279,493.568510863574,19,7,-81.3902921018729,11.3149010492215,1
336,1040.72078877794,-281.39867006478,10,4,-95.1041184315919,9.45497261171401,1
337,901.743510903425,-129.55222877964,10,4,-80.8085582846877,15.5390049406822,1
338,-102.459508359214,-662.719617707014,13,5,-89.3027006087212,1.33133634014071,1
339,277.57838412643,-320.048183629041,12,4,-95.0694519382006,1.25290063655853,1
340,-514.3830453606,-688.663465440392,17,6,-87.2986352874691,6.47341705864248,1
341,-83.8784666474835,261.215009161055,5,2,-92.9959274335691,1.92688683619908,1
