final_decision_id,coordinator_group_id,scenario_name,realization_id,module_name,module_priority,decision_source_sector_id,decision_target_sector_id,source_sector_id,target_sector_id,coordinator_affected_sector_id,application_affected_sector_id,application_state_variable,affected_sector_id,affected_parameter,selected_action_id_safe,accepted_action_type,final_decision_status,executable_flag,not_applied_flag,safety_valid,fallback_used,noop_selected,unresolved_fallback_flag,rejection_reason,conflict_id,conflict_type,final_candidate_rank,predicted_reward,true_reward,safety_enforced_regret,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action
466,62,overload,2,HO/MRO,4,15,13,15,13,15,13,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,15,HOM|TTT|CIO,32532,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,101,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
475,26,outage_sector,6,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,50095,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,34,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
497,72,handover_stress,13,HO/MRO,4,13,12,13,12,13,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,86822,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,102,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
498,72,handover_stress,13,HO/MRO,4,14,13,14,13,14,13,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,14,HOM|TTT|CIO,86941,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,103,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
520,77,handover_stress,18,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,110615,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,105,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
521,77,handover_stress,18,HO/MRO,4,10,8,10,8,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,110793,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,108,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
523,77,handover_stress,18,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,111149,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,106,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
525,77,handover_stress,18,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,111505,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,109,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
527,77,handover_stress,18,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,111861,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,107,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
536,78,handover_stress,19,HO/MRO,4,12,10,12,10,12,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,116429,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,114,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
