final_decision_id,coordinator_group_id,scenario_name,realization_id,module_name,module_priority,decision_source_sector_id,decision_target_sector_id,source_sector_id,target_sector_id,coordinator_affected_sector_id,application_affected_sector_id,application_state_variable,affected_sector_id,affected_parameter,selected_action_id_safe,accepted_action_type,final_decision_status,executable_flag,not_applied_flag,safety_valid,fallback_used,noop_selected,unresolved_fallback_flag,rejection_reason,conflict_id,conflict_type,final_candidate_rank,predicted_reward,true_reward,safety_enforced_regret,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action
343,54,low_load_energy_saving_candidate,15,ES,6,10,10,10,10,10,10,sectors.is_sleeping,10,ES_state,21143,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
344,54,low_load_energy_saving_candidate,15,ES,6,11,11,11,11,11,11,none,11,none,21145,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
345,54,low_load_energy_saving_candidate,15,ES,6,12,12,12,12,12,12,sectors.is_sleeping,12,ES_state,21149,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.249991236833438,0.25,0,0,0,0,0,0,sleep
346,54,low_load_energy_saving_candidate,15,ES,6,13,13,13,13,13,13,sectors.is_sleeping,13,ES_state,21152,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.249991236833438,0.25,0,0,0,0,0,0,sleep
347,54,low_load_energy_saving_candidate,15,ES,6,14,14,14,14,14,14,none,14,none,21154,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
348,54,low_load_energy_saving_candidate,15,ES,6,15,15,15,15,15,15,sectors.is_sleeping,15,ES_state,21158,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.249991236833438,0.25,0,0,0,0,0,0,sleep
349,54,low_load_energy_saving_candidate,15,ES,6,16,16,16,16,16,16,sectors.is_sleeping,16,ES_state,21161,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.249991236833438,0.25,0,0,0,0,0,0,sleep
350,54,low_load_energy_saving_candidate,15,ES,6,17,17,17,17,17,17,none,17,none,21163,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
351,54,low_load_energy_saving_candidate,15,ES,6,18,18,18,18,18,18,sectors.is_sleeping,18,ES_state,21167,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.249991236833438,0.25,0,0,0,0,0,0,sleep
352,54,low_load_energy_saving_candidate,15,ES,6,19,19,19,19,19,19,sectors.is_sleeping,19,ES_state,21170,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,8,0.249991236833438,0.25,0,0,0,0,0,0,sleep
353,54,low_load_energy_saving_candidate,15,ES,6,20,20,20,20,20,20,none,20,none,21172,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
354,54,low_load_energy_saving_candidate,15,ES,6,21,21,21,21,21,21,none,21,none,21175,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
355,8,outage_sector,15,ES,6,6,6,6,6,6,6,none,6,none,21183,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
356,8,outage_sector,15,ES,6,15,15,15,15,15,15,none,15,none,21186,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
357,34,handover_stress,16,ES,6,5,5,5,5,5,5,none,5,none,21191,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
358,34,handover_stress,16,ES,6,13,13,13,13,13,13,none,13,none,21193,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
359,34,handover_stress,16,ES,6,18,18,18,18,18,18,sectors.is_sleeping,18,ES_state,21197,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
360,55,outage_sector,17,ES,6,4,4,4,4,4,4,none,4,none,21429,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
361,55,outage_sector,17,ES,6,5,5,5,5,5,5,none,5,none,21432,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
362,55,outage_sector,17,ES,6,11,11,11,11,11,11,none,11,none,21435,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
363,55,outage_sector,17,ES,6,13,13,13,13,13,13,none,13,none,21438,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
364,55,outage_sector,17,ES,6,14,14,14,14,14,14,none,14,none,21441,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
365,55,outage_sector,17,ES,6,17,17,17,17,17,17,none,17,none,21444,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
366,56,low_load_energy_saving_candidate,18,ES,6,1,1,1,1,1,1,sectors.is_sleeping,1,ES_state,21513,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
367,56,low_load_energy_saving_candidate,18,ES,6,2,2,2,2,2,2,none,2,none,21515,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
368,56,low_load_energy_saving_candidate,18,ES,6,3,3,3,3,3,3,none,3,none,21518,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
369,56,low_load_energy_saving_candidate,18,ES,6,4,4,4,4,4,4,none,4,none,21521,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
370,56,low_load_energy_saving_candidate,18,ES,6,5,5,5,5,5,5,none,5,none,21524,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
371,56,low_load_energy_saving_candidate,18,ES,6,6,6,6,6,6,6,none,6,none,21527,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
372,56,low_load_energy_saving_candidate,18,ES,6,7,7,7,7,7,7,none,7,none,21530,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
373,56,low_load_energy_saving_candidate,18,ES,6,9,9,9,9,9,9,none,9,none,21533,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
374,56,low_load_energy_saving_candidate,18,ES,6,10,10,10,10,10,10,none,10,none,21536,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
375,56,low_load_energy_saving_candidate,18,ES,6,11,11,11,11,11,11,none,11,none,21538,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
376,56,low_load_energy_saving_candidate,18,ES,6,12,12,12,12,12,12,none,12,none,21541,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
377,56,low_load_energy_saving_candidate,18,ES,6,13,13,13,13,13,13,none,13,none,21544,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
378,56,low_load_energy_saving_candidate,18,ES,6,14,14,14,14,14,14,none,14,none,21547,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
379,56,low_load_energy_saving_candidate,18,ES,6,15,15,15,15,15,15,none,15,none,21550,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
380,56,low_load_energy_saving_candidate,18,ES,6,16,16,16,16,16,16,none,16,none,21553,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
381,56,low_load_energy_saving_candidate,18,ES,6,17,17,17,17,17,17,none,17,none,21556,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
382,56,low_load_energy_saving_candidate,18,ES,6,18,18,18,18,18,18,sectors.is_sleeping,18,ES_state,21560,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
383,56,low_load_energy_saving_candidate,18,ES,6,19,19,19,19,19,19,none,19,none,21562,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
384,56,low_load_energy_saving_candidate,18,ES,6,20,20,20,20,20,20,none,20,none,21565,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
385,56,low_load_energy_saving_candidate,18,ES,6,21,21,21,21,21,21,sectors.is_sleeping,21,ES_state,21569,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.249991236833438,0.25,0,0,0,0,0,0,sleep
386,57,low_load,19,ES,6,1,1,1,1,1,1,none,1,none,21589,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
387,57,low_load,19,ES,6,3,3,3,3,3,3,none,3,none,21592,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
388,57,low_load,19,ES,6,4,4,4,4,4,4,none,4,none,21595,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
389,57,low_load,19,ES,6,5,5,5,5,5,5,none,5,none,21598,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
390,57,low_load,19,ES,6,6,6,6,6,6,6,sectors.is_sleeping,6,ES_state,21602,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
391,57,low_load,19,ES,6,7,7,7,7,7,7,sectors.is_sleeping,7,ES_state,21605,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
392,57,low_load,19,ES,6,8,8,8,8,8,8,sectors.is_sleeping,8,ES_state,21608,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.249991236833438,0.25,0,0,0,0,0,0,sleep
393,57,low_load,19,ES,6,10,10,10,10,10,10,none,10,none,21610,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
394,57,low_load,19,ES,6,11,11,11,11,11,11,none,11,none,21612,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
395,57,low_load,19,ES,6,12,12,12,12,12,12,none,12,none,21615,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
396,57,low_load,19,ES,6,13,13,13,13,13,13,none,13,none,21618,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
397,57,low_load,19,ES,6,15,15,15,15,15,15,sectors.is_sleeping,15,ES_state,21622,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.249991236833438,0.25,0,0,0,0,0,0,sleep
398,57,low_load,19,ES,6,16,16,16,16,16,16,none,16,none,21624,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
399,57,low_load,19,ES,6,17,17,17,17,17,17,none,17,none,21627,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
400,57,low_load,19,ES,6,18,18,18,18,18,18,none,18,none,21630,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
401,57,low_load,19,ES,6,19,19,19,19,19,19,none,19,none,21633,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
402,57,low_load,19,ES,6,20,20,20,20,20,20,sectors.is_sleeping,20,ES_state,21637,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.249991236833438,0.25,0,0,0,0,0,0,sleep
403,57,low_load,19,ES,6,21,21,21,21,21,21,none,21,none,21639,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
404,58,low_load_energy_saving_candidate,19,ES,6,1,1,1,1,1,1,sectors.is_sleeping,1,ES_state,21643,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.249991236833438,0.25,0,0,0,0,0,0,sleep
405,58,low_load_energy_saving_candidate,19,ES,6,2,2,2,2,2,2,none,2,none,21645,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
406,58,low_load_energy_saving_candidate,19,ES,6,3,3,3,3,3,3,none,3,none,21648,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
407,58,low_load_energy_saving_candidate,19,ES,6,4,4,4,4,4,4,none,4,none,21651,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
408,58,low_load_energy_saving_candidate,19,ES,6,5,5,5,5,5,5,sectors.is_sleeping,5,ES_state,21655,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.249991236833438,0.25,0,0,0,0,0,0,sleep
409,58,low_load_energy_saving_candidate,19,ES,6,6,6,6,6,6,6,none,6,none,21657,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
410,58,low_load_energy_saving_candidate,19,ES,6,7,7,7,7,7,7,none,7,none,21660,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
411,58,low_load_energy_saving_candidate,19,ES,6,8,8,8,8,8,8,none,8,none,21663,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
412,58,low_load_energy_saving_candidate,19,ES,6,9,9,9,9,9,9,sectors.is_sleeping,9,ES_state,21667,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.249991236833438,0.25,0,0,0,0,0,0,sleep
413,58,low_load_energy_saving_candidate,19,ES,6,10,10,10,10,10,10,none,10,none,21669,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
414,58,low_load_energy_saving_candidate,19,ES,6,11,11,11,11,11,11,none,11,none,21672,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
415,58,low_load_energy_saving_candidate,19,ES,6,12,12,12,12,12,12,none,12,none,21675,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
416,58,low_load_energy_saving_candidate,19,ES,6,13,13,13,13,13,13,sectors.is_sleeping,13,ES_state,21679,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.249991236833438,0.25,0,0,0,0,0,0,sleep
417,58,low_load_energy_saving_candidate,19,ES,6,14,14,14,14,14,14,none,14,none,21681,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
418,58,low_load_energy_saving_candidate,19,ES,6,15,15,15,15,15,15,none,15,none,21684,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
419,58,low_load_energy_saving_candidate,19,ES,6,17,17,17,17,17,17,none,17,none,21687,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
420,58,low_load_energy_saving_candidate,19,ES,6,18,18,18,18,18,18,none,18,none,21690,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
421,58,low_load_energy_saving_candidate,19,ES,6,19,19,19,19,19,19,sectors.is_sleeping,19,ES_state,21694,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.249991236833438,0.25,0,0,0,0,0,0,sleep
422,58,low_load_energy_saving_candidate,19,ES,6,20,20,20,20,20,20,none,20,none,21696,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
423,58,low_load_energy_saving_candidate,19,ES,6,21,21,21,21,21,21,sectors.is_sleeping,21,ES_state,21700,sleep,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.249991236833438,0.25,0,0,0,0,0,0,sleep
424,14,degraded_sector,20,ES,6,14,14,14,14,14,14,none,14,none,21718,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
425,14,degraded_sector,20,ES,6,20,20,20,20,20,20,none,20,none,21721,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
426,59,outage_sector,20,ES,6,7,7,7,7,7,7,none,7,none,21830,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
427,59,outage_sector,20,ES,6,20,20,20,20,20,20,none,20,none,21833,keep_active,final_noop,0,1,1,0,1,0,,NaN,,0,0,0,0,0,0,0,0,0,keep_active
428,38,handover_stress,1,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,22149,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
429,38,handover_stress,1,HO/MRO,4,3,20,3,20,3,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,22386,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
430,38,handover_stress,1,HO/MRO,4,4,5,4,5,4,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,4,HOM|TTT|CIO,22505,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,
431,38,handover_stress,1,HO/MRO,4,5,1,5,1,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,22683,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,
432,38,handover_stress,1,HO/MRO,4,6,19,6,19,6,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,6,HOM|TTT|CIO,22861,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.110310525225177,0.11025,0,0,0,3,-2,320,
433,38,handover_stress,1,HO/MRO,4,8,10,8,10,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,8,HOM|TTT|CIO,23039,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.110310525225177,0.11025,0,0,0,3,-2,320,
434,38,handover_stress,1,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,23217,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,85,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
435,38,handover_stress,1,HO/MRO,4,11,10,11,10,11,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,11,HOM|TTT|CIO,23395,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,88,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
436,38,handover_stress,1,HO/MRO,4,12,2,12,2,12,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,23573,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.110310525225177,0.11025,0,0,0,3,-2,320,
437,38,handover_stress,1,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,23751,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,86,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
438,38,handover_stress,1,HO/MRO,4,15,17,15,17,15,17,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,15,HOM|TTT|CIO,23929,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,8,0.110310525225177,0.11025,0,0,0,3,-2,320,
439,38,handover_stress,1,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,24107,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,90,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
440,38,handover_stress,1,HO/MRO,4,17,15,17,15,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,17,HOM|TTT|CIO,24285,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,9,0.110310525225177,0.11025,0,0,0,3,-2,320,
441,38,handover_stress,1,HO/MRO,4,18,3,18,3,18,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,18,HOM|TTT|CIO,24522,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,10,0.110310525225177,0.11025,0,0,0,3,-2,320,
442,38,handover_stress,1,HO/MRO,4,19,6,19,6,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,19,HOM|TTT|CIO,24641,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,11,0.110310525225177,0.11025,0,0,0,3,-2,320,
443,38,handover_stress,1,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,24819,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,87,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
444,38,handover_stress,1,HO/MRO,4,21,19,21,19,21,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,21,HOM|TTT|CIO,24997,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,89,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
445,60,outage_sector,1,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,26955,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
446,60,outage_sector,1,HO/MRO,4,5,1,5,1,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,27133,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
447,61,degraded_sector,2,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,27714,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,
448,61,degraded_sector,2,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,27845,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
449,61,degraded_sector,2,HO/MRO,4,10,8,10,8,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,28023,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,
450,40,handover_stress,2,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,28201,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,
451,40,handover_stress,2,HO/MRO,4,3,16,3,16,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,28379,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,
452,40,handover_stress,2,HO/MRO,4,5,1,5,1,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,28557,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,
453,40,handover_stress,2,HO/MRO,4,8,10,8,10,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,8,HOM|TTT|CIO,28735,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,
454,40,handover_stress,2,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,28913,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,95,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
455,40,handover_stress,2,HO/MRO,4,10,8,10,8,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,29091,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.110310525225177,0.11025,0,0,0,3,-2,320,
456,40,handover_stress,2,HO/MRO,4,12,2,12,2,12,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,29269,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.110310525225177,0.11025,0,0,0,3,-2,320,
457,40,handover_stress,2,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,29447,handover_parameter_adjustment,rejected_priority_conflict,0,1,1,0,0,0,Both actions write the same simulator state variable on the same application sector.,96,duplicate_application_target_parameter,0,0.110310525225177,0.11025,0,0,0,3,-2,320,
458,40,handover_stress,2,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,29625,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.110310525225177,0.11025,0,0,0,3,-2,320,
459,40,handover_stress,2,HO/MRO,4,17,15,17,15,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,17,HOM|TTT|CIO,29803,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,8,0.110310525225177,0.11025,0,0,0,3,-2,320,
